Name,Worldwide Gross Revenue (sus),Domestic Opening,Domestic Gross,China Opening,China Gross,UK Opening,UK Gross,France Opening,France Gross,Germany Opening,Germany Gross,Italy Opening,Italy Gross,Spain Opening,Spain Gross,Japan Opening,Japan Gross,South Korea Opening,South Korea Gross,Australia Opening,Australia Gross,Russia/CIS Opening,Russia/CIS Gross,India Opening,India Gross
Midsommar,54091040.62,104198718.73,30868610.93,106973000.03,0.0,0.0,3876842.11,0.0,29482532.2,0.0,724711.75,0.0,601363.86,0.0,735947.7,0.0,31668502.16,0.0,63394566.23,0.0,29937501.13,0.0,24053153.11,0.0,16749376.41
Midway,143413301.63,20143702.76,63981576.47,17555654.9,47363720.27,1085798.61,2753051.95,1501102.35,3633590.39,432343.95,432343.95,715247.34,1428611.71,653248.69,1486361.57,862755.4,1211598.98,2623307.8,8297872.23,863598.41,2518131.25,450797.79,799060.61,0.0,0.0
Mike and Dave Need Wedding Dates,94784221.61,20450551.71,56586094.38,0.0,0.0,1665974.84,3882902.42,876618.42,1853771.66,1709712.84,3518521.54,119093.61,153398.48,201817.38,599011.3,0.0,0.0,0.0,0.0,2324441.93,6398957.47,782889.74,2027554.07,0.0,0.0
Mile 22,76870024.05,15894603.96,41859947.0,0.0,0.0,1206870.39,1201996.8,900920.57,1840217.75,501426.61,589743.59,582516.67,1224978.25,392956.81,1023678.42,0.0,0.0,366291.19,617028.26,978870.16,2019528.47,325368.82,650533.6,0.0,0.0
Milk,85048752.65,20073500.31,49607706.34,0.0,0.0,0.0,3075270.33,0.0,10979822.11,0.0,2584401.53,0.0,4989426.48,0.0,2781342.63,0.0,15037392.45,0.0,4348737.31,0.0,7671914.53,0.0,1587514.27,0.0,944890.1
Million Dollar Baby,380096365.35,315548.67,176213686.25,0.0,0.0,2633760.83,17796708.18,0.0,38815894.06,1332596.21,7842284.03,1868515.01,17261180.42,2329241.71,28142604.32,2934427.5,19735242.44,2657740.03,8847896.95,1263823.71,11524978.15,150664.75,370584.22,0.0,0.0
Minari,16213449.32,205241.71,3300014.32,0.0,0.0,0.0,254957.61,154314.27,479334.78,0.0,0.0,0.0,326770.99,0.0,0.0,0.0,0.0,1776551.31,9534636.12,111036.98,1372798.23,0.0,160447.33,0.0,0.0
Minions,1468749808.85,34226209.71,425692727.41,0.0,86761082.87,0.0,92061542.79,0.0,14722479.16,0.0,80053245.2,0.0,33427561.84,0.0,34022344.6,0.0,28038695.32,0.0,29393998.69,0.0,13220087.31,0.0,25502690.02,0.0,6596560.79
Minions: The Rise of Gru,967817056.3,110220444.2,380786066.3,11867004.92,35771808.33,12991531.11,57704819.91,8390223.44,27780413.25,4571997.99,37048311.02,4593594.0,15800593.46,0.0,21853527.51,3952583.8,33613952.15,5382547.22,17338502.94,3886242.53,30781783.81,631429.14,2831224.86,0.0,2584359.61
Minority Report,666679208.89,66369961.97,245694547.31,0.0,0.0,12870107.56,58392525.87,0.0,34931443.2,0.0,31618675.28,0.0,18717781.7,0.0,20331509.11,11774492.65,79448206.73,0.0,36650407.48,0.0,12249712.34,0.0,5217713.29,0.0,0.0
Mirror Mirror,253340437.12,25099046.2,89885457.56,0.0,0.0,5250591.48,16484673.67,2849143.66,9559909.47,2050137.57,7540254.11,2831155.54,9097096.41,1987269.82,6630607.59,1170188.4,5865141.49,2152194.36,4979460.21,1260524.89,8439877.39,6227374.73,13470782.65,0.0,0.0
Mirrors,121669019.82,17388589.63,47816261.93,0.0,0.0,2211894.64,7348672.12,2360482.66,7809296.1,1404948.53,3975758.35,482412.15,796364.39,2553282.69,8016122.5,1023595.5,7273196.39,1042791.22,1857556.76,377995.61,1140580.16,1828027.05,6182611.41,0.0,53128.25
Miss Peregrine's Home for Peculiar Children,364636011.89,35507860.55,107297681.48,12361465.91,20929513.79,5520051.48,18924572.19,6536432.77,24749072.79,3117731.48,11393087.83,211976.14,8475963.53,2499461.59,8323259.94,2947095.09,12474085.46,6532199.54,22982060.12,3740515.01,10383291.28,7765547.8,18842872.89,0.0,0.0
Miss Sloane,11193753.56,198386.03,4305302.6,2423241.38,0.0,0.0,863079.97,0.0,424684.05,0.0,1015687.64,0.0,108595.4,0.0,1409361.66,0.0,1847216.43,0.0,618984.45,0.0,2851541.27,0.0,0.0,0.0,49857.86
Mission: Impossible - Fallout,917747897.23,15894603.96,255224741.49,0.0,210042072.7,0.0,36088485.96,0.0,1840217.75,0.0,19058640.83,0.0,7110664.89,0.0,8782638.36,0.0,0.0,0.0,617028.26,0.0,2019528.47,0.0,650533.6,0.0,0.0
Mission: Impossible - Ghost Protocol,990495164.77,18228643.79,298551339.89,0.0,144333679.73,5996465.14,41228319.8,7879851.07,28706024.46,5122737.48,23179654.08,4320237.98,11158366.84,3765356.09,13746231.21,10511750.06,99368668.77,13877154.56,72813361.83,5868664.21,27024725.88,8490722.6,17671246.85,0.0,0.0
Mission: Impossible - Rogue Nation,864845008.55,10275106.56,247073847.79,0.0,173243476.33,0.0,40457829.24,0.0,1575156.39,0.0,16805515.34,0.0,7772226.03,0.0,8871836.93,0.0,0.0,0.0,381014.04,0.0,0.0,0.0,65948.05,0.0,41100.36
Mission: Impossible III,658625893.13,78912355.73,221530839.24,0.0,16795376.51,16379282.03,47986396.4,0.0,24243491.4,4543803.76,17041538.41,4997898.85,12621655.25,6039070.55,15190768.88,10450701.04,73346791.32,11769017.27,62177640.39,4847119.48,13961362.63,3084836.81,10362214.19,0.0,5469512.48
Moana,845204873.51,91506781.17,305939787.26,49754573.05,40336428.98,0.0,31224851.87,0.0,37880115.06,0.0,20973719.15,0.0,19783243.06,0.0,14235321.41,0.0,78342965.23,0.0,40954799.72,0.0,29762947.54,0.0,27180212.43,0.0,0.0
Molly's Game,68726421.61,2724255.82,33364770.36,0.0,0.0,3591735.97,6750408.88,2135509.21,5014692.73,0.0,606922.87,226692.57,478736.14,679633.7,1890787.61,0.0,600684.82,55881.65,100985.52,954876.67,2884446.63,645722.62,1684907.49,0.0,0.0
Mona Lisa Smile,255272129.82,20821749.76,115339964.8,0.0,0.0,3878361.99,14748110.13,0.0,10622794.94,0.0,23747216.49,0.0,12069715.8,0.0,11244292.26,0.0,0.0,0.0,0.0,0.0,10676647.76,494683.03,1370616.28,0.0,0.0
Money Monster,114725836.76,18187567.81,50439679.21,0.0,0.0,1476548.44,4833951.58,2150274.57,8190982.08,0.0,5201678.95,1496006.27,2991839.13,934522.12,3722791.29,688607.61,3690193.49,262172.21,408032.79,2005556.54,6515994.73,864531.22,1539648.35,0.0,452867.84
Moneyball,157127712.26,27804193.63,107795353.32,0.0,0.0,508330.81,1852141.81,768794.51,1402898.81,163929.71,455475.0,193817.93,555440.8,786840.36,1794408.47,2580239.4,16395793.96,2274410.84,5755564.3,2043821.1,7465241.23,707227.3,1502123.21,0.0,0.0
Monster,62029984.89,92119.01,36568384.89,0.0,0.0,623797.53,4832101.39,0.0,2082658.09,0.0,2114135.0,841587.57,3475627.22,0.0,1697985.3,0.0,0.0,0.0,0.0,0.0,2248679.4,127678.25,487180.13,0.0,0.0
Monster,102526113.65,152258.68,60441968.38,0.0,0.0,1031042.27,7986727.34,0.0,3442316.5,0.0,3494343.02,1391016.02,5744682.22,0.0,2806510.99,0.0,0.0,0.0,0.0,0.0,3716724.42,211032.7,805234.53,0.0,0.0
Monster House,234475019.6,36721689.39,121750425.97,0.0,0.0,3217338.99,20598345.86,0.0,5395425.24,826208.95,2355726.05,610644.56,1674088.38,2145440.85,9019505.23,1976870.23,7511450.36,2539468.16,12835447.79,1522747.04,10142534.21,0.0,2632926.78,0.0,141637.47
Monsters,7431423.81,30116.69,348484.52,0.0,0.0,807855.08,2118599.25,480852.27,480852.27,116190.39,274561.47,26032.7,26138.43,143148.26,285437.43,0.0,0.0,0.0,0.0,99485.82,320961.26,1083642.78,2061333.78,0.0,0.0
Monsters University,999281985.93,112240287.59,360831823.27,0.0,45316860.31,0.0,63387614.19,0.0,54934431.23,0.0,18446090.91,0.0,16014217.78,0.0,19658792.67,0.0,32233509.13,0.0,8210053.7,0.0,43962619.97,0.0,47184937.68,0.0,1198660.52
Monsters vs. Aliens,577067909.29,89728478.76,300024480.14,0.0,0.0,9751191.0,52875550.61,3257900.45,16073407.65,2080922.63,10398195.21,4306895.04,15952271.91,4178524.58,21439791.63,1953309.97,6560885.16,1651731.34,5334503.12,4195647.09,24590506.95,8793951.62,20455979.07,0.0,643029.12
Moon,14763037.56,205781.78,7578321.07,0.0,0.0,389941.09,2742781.97,0.0,0.0,185213.59,935424.81,33178.66,235067.03,109509.98,682720.99,37648.36,659986.76,58753.52,128201.05,197507.92,914398.3,98596.65,418420.13,0.0,0.0
Moonfall,69314223.89,10165066.91,19632479.8,9802747.93,23126227.44,1620681.31,2839831.54,1311408.36,2704219.68,99127.2,3062787.4,313851.3,632140.87,74867.61,1188934.15,0.0,0.0,902658.01,1592577.76,542596.79,1037057.56,0.0,4490277.79,0.0,0.0
Moonlight,80154091.01,494501.53,34258052.89,0.0,0.0,949211.73,6577460.13,803204.79,4834892.44,726495.1,4203455.52,227690.24,1936971.4,319337.98,3348497.63,0.0,2952408.14,203080.46,1599550.58,198802.96,2150313.93,45705.8,164686.26,0.0,0.0
Moonrise Kingdom,94493371.4,75569173.79,62999896.98,0.0,0.0,0.0,4369194.41,0.0,25817671.22,0.0,2646703.61,0.0,2187597.53,0.0,1746036.61,0.0,53864335.48,0.0,32513247.82,0.0,24556945.61,0.0,50581360.47,0.0,6859281.64
Morbius,172484789.83,40176071.85,76081495.9,0.0,0.0,4396688.9,8049851.7,2879363.97,5807824.95,1873860.46,4192805.55,1823519.21,3286191.31,2220229.89,5067842.05,1350334.12,3930913.63,1757960.74,3692593.26,2371942.71,4692992.09,0.0,0.0,0.0,0.0
Morning Glory,88172197.44,13515306.39,45541773.95,0.0,0.0,1232449.3,2800493.79,1339813.8,2881314.54,1118448.49,2614000.29,76829.28,129830.13,1166522.41,2927815.66,884543.38,3205560.91,766687.68,2104056.36,3006019.49,8540312.15,1852668.36,4623080.7,0.0,0.0
Mortal Engines,97228105.62,20298229.41,18491627.13,530513.96,8655498.45,0.0,2530945.71,0.0,17505038.52,0.0,6115732.99,0.0,2366101.57,0.0,2651322.41,0.0,8578628.15,0.0,854384.99,0.0,7651208.89,0.0,2318548.15,0.0,104334.67
Mortal Kombat,89567576.29,24721625.43,44903686.29,0.0,0.0,479353.87,700284.18,0.0,0.0,12776.42,37918.69,0.0,0.0,0.0,1697440.0,0.0,962236.3,223657.88,387697.42,2976900.25,7434881.62,0.0,11988170.0,0.0,0.0
Mortal Kombat,129637651.53,22461141.4,74744752.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mother!,53155624.89,8996793.6,21254135.65,0.0,0.0,1333547.46,3770597.45,1513061.28,3473006.18,921143.29,2432807.52,457705.32,845515.6,815949.67,2213445.79,0.0,0.0,191693.16,387784.01,666071.03,1593923.69,1366880.62,2979156.9,0.0,0.0
Movie 43,43600828.27,215761.74,11880829.59,0.0,0.0,0.0,3953974.01,0.0,539488.35,0.0,2379300.47,0.0,2100126.03,0.0,1339868.5,0.0,0.0,0.0,2876716.17,0.0,350227.3,0.0,0.0,0.0,0.0
Mr. &amp; Mrs. Smith,829574598.88,85705379.91,317225041.88,0.0,12782871.86,12173446.79,41912408.93,0.0,37348216.54,9203909.82,43370105.33,4893446.35,15852140.76,8554346.49,26344337.86,7923921.91,65936652.29,7916615.07,36744394.18,8324759.77,26498023.3,3583710.12,14704249.73,0.0,2106369.35
Mr. Bean's Holiday,372654409.89,15870193.65,53440201.82,0.0,4891406.79,20331415.55,70308059.11,4362325.45,13688702.76,8981532.31,40322373.38,3749412.64,12025302.58,3814223.53,15772816.85,1604717.67,6631810.42,606704.2,1543215.69,4929654.97,22518023.85,1569937.26,3518312.45,0.0,3273207.98
Mr. Brooks,77737971.88,16074451.92,45813242.33,0.0,0.0,554276.84,1741465.94,1903900.75,4000090.25,483807.76,1517176.12,683946.75,1766801.05,1560989.42,4304795.12,46136.91,46136.91,716952.35,1452211.19,451516.25,1191454.41,890145.1,1619856.47,0.0,0.0
Mr. Deeds,318611786.26,69133730.93,234943023.2,0.0,0.0,2543245.91,11011675.14,0.0,528059.5,0.0,13175132.62,0.0,1092625.41,0.0,5868202.49,475245.73,1200848.05,0.0,265140.34,0.0,8986461.74,0.0,1458350.03,0.0,0.0
Mr. Nobody,5226746.45,2206076.87,5319.03,0.0,0.0,0.0,0.0,0.0,5185905.06,0.0,276213.57,0.0,0.0,0.0,472950.09,0.0,0.0,0.0,1586612.64,0.0,1667549.4,0.0,15544.43,0.0,0.0
Mr. Popper's Penguins,267133060.54,26298665.7,97271755.19,0.0,0.0,3543118.46,19252377.18,3975392.05,9588930.61,1723754.89,7487940.77,1344257.27,5664026.17,1812035.16,6449667.47,0.0,0.0,1687147.06,8777944.98,2426928.76,18622561.57,2886969.04,7525325.65,0.0,0.0
Mud,43829377.38,2977972.21,29015270.21,0.0,0.0,493369.17,1756646.54,1805774.75,7187556.43,0.0,0.0,59964.2,59964.2,250028.92,1140236.44,0.0,0.0,0.0,0.0,57981.93,487313.49,0.0,0.0,0.0,0.0
Mulan,76453053.23,0.0,0.0,25176967.7,44499002.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1013362.24,1987144.81,0.0,0.0,1968843.82,5999996.77,0.0,0.0
Mulan,332538958.19,24854231.87,131805008.29,0.0,0.0,0.0,0.0,0.0,38535953.03,0.0,25252640.14,0.0,16682880.56,0.0,12460152.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Munich,216493501.79,108354595.07,78351068.51,0.0,0.0,0.0,14808442.09,0.0,55915327.98,0.0,11799441.24,0.0,9582033.74,0.0,12080162.53,0.0,94709952.75,0.0,23111933.73,0.0,42714162.86,0.0,13385927.04,0.0,0.0
Murder Mystery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Murder on the Orient Express,421254582.62,6668404.76,122780269.81,1276210.26,41416847.81,0.0,38482772.35,0.0,2558523.32,0.0,18819119.13,0.0,21118474.6,0.0,12906469.48,0.0,1638263.63,0.0,632127.7,0.0,4037090.81,0.0,1078623.26,0.0,239448.08
Music and Lyrics,234120927.82,21861926.78,81154159.21,0.0,0.0,6033076.79,28997335.81,0.0,8340529.11,5013759.24,19692934.95,2678389.84,8153364.18,1824381.12,7189827.83,971155.5,6299624.95,0.0,10058901.73,2858842.29,13059391.45,1064812.59,2266862.88,0.0,0.0
My Big Fat Greek Wedding,685972543.4,1111269.29,449146187.75,0.0,0.0,4357049.86,38930806.79,0.0,4676871.71,0.0,22760471.55,0.0,27090108.11,0.0,12899170.94,1306395.58,7393625.44,0.0,0.0,0.0,28217400.12,0.0,81659.49,0.0,0.0
My Name Is Khan,62185588.77,2854869.19,5901700.7,0.0,0.0,2159909.11,5184730.23,161546.05,161546.05,144165.95,754742.62,99183.3,224644.54,81234.88,223597.47,0.0,0.0,348864.87,3845893.01,570904.23,1153589.04,58311.07,236527.91,0.0,14908996.29
My Sister's Keeper,144777336.44,18819962.03,74419762.36,0.0,0.0,2306169.92,15740365.65,559175.68,1159079.36,1159782.71,5279862.33,178989.28,385595.42,808985.93,1383753.38,1887636.35,12465690.57,471085.48,1081070.57,2840372.75,12152383.33,0.0,0.0,0.0,0.0
My Week with Marilyn,49983891.74,2495804.41,20816603.69,0.0,0.0,1660067.58,7324139.38,868235.63,1740915.35,544258.55,1364574.36,447363.84,1760079.0,491690.75,1073448.24,0.0,0.0,0.0,0.0,763286.79,3908707.79,333474.07,864634.15,0.0,0.0
Mystic River,282828333.76,1157383.17,162794181.1,0.0,0.0,894523.55,7737481.67,0.0,13801202.13,0.0,1907544.25,0.0,12772815.04,0.0,12559338.11,2391807.82,13386603.88,0.0,0.0,0.0,8606282.58,244567.33,1142842.17,0.0,0.0
Män som hatar kvinnor,157935846.05,507476.88,15269850.41,0.0,0.0,870593.7,3543140.09,4524872.83,15379021.58,2356719.16,11257343.15,1973861.52,8009949.14,2919538.67,20764293.26,0.0,0.0,0.0,0.0,1056022.08,7335364.37,58295.21,101847.2,0.0,0.0
Nacho Libre,164054152.05,46791453.68,132555062.84,0.0,0.0,3103806.54,12120240.78,0.0,7867.55,0.0,221380.76,0.0,9677.42,436555.08,926669.03,0.0,1719540.03,0.0,0.0,1335836.41,4007765.44,140528.41,384992.84,0.0,0.0
Nanny McPhee,203757778.56,23972323.56,77922030.59,0.0,0.0,7638329.56,48238829.21,0.0,8833288.81,2513320.11,9721444.83,818131.48,2374704.04,1017147.56,4512422.79,902492.82,3717237.8,1216942.13,2419565.63,2188099.2,10639537.23,669576.84,1830360.16,0.0,74624.42
Napoleon Dynamite,80904817.64,113383.45,78102835.96,0.0,0.0,0.0,1913320.59,0.0,1459676.3,0.0,36455.39,0.0,0.0,0.0,10526.3,0.0,0.0,0.0,0.0,0.0,404351.48,0.0,11780.05,0.0,0.0
National Lampoon's Van Wilder,71203673.25,13585569.41,39634057.67,0.0,0.0,2067365.82,4902586.83,0.0,1903518.52,0.0,10218945.96,0.0,4509765.17,0.0,297475.98,0.0,0.0,0.0,0.0,0.0,1327718.28,0.0,0.0,0.0,0.0
National Treasure,609364953.13,61622681.16,303372142.87,0.0,3682362.71,1058104.13,24269070.87,0.0,18951900.44,7650918.65,24836970.11,4382492.09,17888025.52,5615087.6,28034849.62,5038720.69,29805085.87,4094294.6,14113870.27,0.0,9115517.05,1772636.8,9085633.8,0.0,0.0
National Treasure: Book of Secrets,736948994.08,71864807.3,352977831.71,0.0,15969393.39,7612355.06,28284822.08,9222599.34,29085153.37,8684810.86,29922455.49,2773441.42,21131947.43,3885934.65,22660297.12,4514411.51,38420061.29,3331677.07,19228402.93,4265970.85,18920150.06,4763094.47,21868122.56,0.0,2325375.29
Nebraska,36119869.04,183191.46,23035655.74,0.0,0.0,322817.85,1299123.52,462295.49,462295.49,155343.69,426945.27,490517.74,1485819.6,529816.2,2565764.7,137393.92,170582.13,0.0,0.0,165098.17,647001.79,4425.79,13816.24,0.0,0.0
Need for Speed,265231208.33,23283597.87,56858930.87,0.0,86428175.7,4368545.02,10618777.82,2154959.48,4947269.34,3800979.12,9586331.68,1399287.04,3004857.41,635960.8,1749441.19,839543.26,2738538.85,627835.98,827826.39,1784718.34,5153799.28,7592126.78,18085192.32,0.0,0.0
Neighbors,353156608.64,63978137.39,195921348.87,0.0,0.0,18570522.28,35128567.61,2650287.91,7451323.49,6972462.6,23520968.74,608073.89,1420978.89,1090161.48,4300318.43,0.0,0.0,204045.65,281386.08,5772401.38,21930330.19,2068899.25,4525909.8,0.0,0.0
Neighbors 2: Sorority Rising,132835120.64,26762553.41,68203596.06,0.0,0.0,3002880.94,11375103.38,1282018.06,4179990.75,0.0,9213124.1,234671.0,706836.8,562634.09,1931360.71,0.0,0.0,0.0,0.0,2163092.32,6949404.74,376341.4,824274.99,0.0,0.0
Nerve,104848499.6,11616719.48,47452993.25,1283977.25,2115154.29,1278248.49,3780817.97,1803095.94,6628349.85,1954251.12,7969943.0,489149.12,1582898.09,372158.6,2011062.69,203870.04,226911.73,184402.37,251314.89,925453.03,4233801.43,1150842.17,3120071.93,0.0,13629.46
Never Back Down,64854181.13,13403497.49,38716926.75,0.0,0.0,2625165.75,6670789.59,813081.38,1702481.36,530188.78,882317.46,1143574.57,3247713.95,1300373.08,2536791.61,0.0,0.0,534292.46,1170497.8,1397099.49,4759856.87,537906.95,1184860.71,0.0,0.0
Never Let Me Go,14140829.07,17521710.2,3471231.59,0.0,0.0,0.0,4974318.62,0.0,102914.27,0.0,544351.23,0.0,841374.29,0.0,553729.88,0.0,0.0,0.0,1070609.55,0.0,2364640.11,0.0,3287820.29,0.0,0.0
New Year's Eve,202521689.05,18562237.62,77767611.45,0.0,0.0,2873137.73,16623506.5,1887690.31,6326638.57,2135282.24,9767830.81,1428934.63,8381882.87,1066336.55,3883822.56,2120320.3,9440401.97,0.0,0.0,3856269.73,15563373.44,3148613.27,6183044.48,0.0,0.0
News of the World,13843020.77,2459105.62,13843020.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Next,124560495.94,11446449.66,29223329.82,0.0,3703800.47,2547954.49,7892036.13,3494639.82,7579118.38,787477.59,1950236.64,2856156.01,7256923.81,2836430.96,11459523.2,970666.06,6510488.19,0.0,5267416.79,437820.08,953118.6,0.0,7839871.94,0.0,0.0
Nick and Norah's Infinite Playlist,52280137.71,17623339.48,49056176.53,0.0,0.0,910652.21,1667400.61,176375.93,297174.49,235982.21,282361.34,17977.39,23724.73,27150.7,40198.68,0.0,0.0,0.0,0.0,14018.59,14018.59,0.0,0.0,0.0,0.0
Night at the Museum,949529939.14,43869400.88,414638758.54,0.0,13750260.93,0.0,67499983.32,0.0,12585183.51,0.0,38814412.67,0.0,26757742.06,0.0,28006561.01,0.0,37487762.78,0.0,6672293.01,0.0,17864692.89,0.0,713891.34,0.0,1100198.19
Night at the Museum: Battle of the Smithsonian,624860148.02,81941955.77,268097031.18,0.0,0.0,10021855.32,49651045.11,7643731.5,20259537.53,6671620.34,28961293.78,2751123.91,15108334.57,4186082.99,13501097.57,5655259.88,32515451.57,6490918.81,14853127.41,5600661.44,21232823.98,7918269.56,16657925.26,0.0,1210766.06
Night at the Museum: Secret of the Tomb,473899667.99,22312299.93,148413540.83,0.0,61419487.61,3777581.93,23144238.96,3794876.7,14557530.56,2606720.23,10878547.72,3050684.96,8076020.18,1650930.81,6454402.4,2837046.62,3593367.53,3852325.86,9406207.74,3270631.88,13874040.78,6916457.82,10802492.5,527973.86,1158865.62
Nightcrawler,61879957.73,13623136.81,42250143.6,0.0,0.0,2094960.79,5751639.82,1602634.63,3778253.89,471866.0,591721.16,682639.06,1029013.29,131214.52,362116.31,0.0,0.0,0.0,0.0,635765.09,2593224.96,0.0,35024.03,57458.3,57458.3
Nightmare Alley,42042612.98,2982935.71,12028597.72,0.0,0.0,792106.13,2654569.13,1003759.93,3472621.69,219343.2,966721.79,750927.3,2184746.38,603713.63,2308288.18,372724.94,1402640.29,125160.74,352563.59,392107.58,1121251.42,995861.53,3435162.37,0.0,0.0
No Country for Old Men,275412139.51,28307421.16,119203411.36,0.0,0.0,0.0,22766429.2,0.0,20961744.24,0.0,10382129.72,0.0,14409702.18,0.0,17307396.01,0.0,4588857.05,0.0,3019303.31,0.0,8629727.7,0.0,8591861.45,0.0,262714.51
No Escape,68936198.91,10275106.56,34568726.6,0.0,0.0,1226305.64,2375357.32,789799.48,1575156.39,0.0,0.0,478105.63,1053677.82,590295.86,1267948.18,0.0,0.0,240825.66,381014.04,0.0,0.0,35103.47,65948.05,41100.36,41100.36
No Strings Attached,212763555.41,28020366.07,100747429.45,0.0,0.0,2250391.04,5781430.46,4034909.01,11626003.58,2245774.43,5464942.91,1388997.64,3378249.17,1960426.92,5705771.03,0.0,0.0,1213674.68,2626369.89,3168927.51,11300605.03,2602461.31,9572751.07,0.0,0.0
No Time to Die,821298925.13,58588209.93,170689269.33,29972546.8,68569149.7,37240674.04,116154403.96,10235813.57,33934310.23,16026121.96,79959803.85,3161020.51,9993030.85,2651189.1,9599209.92,4114975.42,24043831.28,3486825.02,10699269.86,8749242.3,27656694.4,5364975.54,13198470.18,2122860.9,2122860.9
Noah,468674585.04,57045299.45,132043103.61,0.0,0.0,5431302.35,21862359.33,5299890.81,14922321.65,4203607.34,15434287.25,4829145.61,13869070.9,3818250.41,12335182.15,3260921.76,16654752.51,9033984.66,18241153.16,5459198.4,15172813.31,22154911.66,44172302.84,737050.71,1483360.1
Nobody,61012908.55,7235444.09,29246928.33,0.0,0.0,859734.26,1776680.74,615472.65,1210298.06,339988.74,717522.74,155276.51,342430.94,0.0,920931.22,353611.76,1369621.9,443873.13,1195351.04,977672.39,4288200.24,0.0,3787844.79,0.0,0.0
Nocturnal Animals,37279760.74,605894.9,13114584.09,0.0,0.0,1076335.18,4658920.86,851308.85,2036497.71,300089.22,1600738.64,960151.46,2756583.94,379054.5,1348357.45,54506.78,531867.56,123732.69,303680.45,566256.07,1926717.94,619503.45,1374697.66,0.0,0.0
Nomadland,41861211.81,533632.7,3925330.0,0.0,0.0,1313229.76,3200597.38,885086.59,4538239.51,0.0,4270233.89,547085.97,2500186.96,0.0,2921287.87,0.0,4170234.52,93408.0,762713.9,0.0,3163251.58,0.0,421902.96,0.0,15497.63
Non-Stop,290715991.18,37676154.21,120259117.67,0.0,21685330.32,5794998.74,20582652.15,4554416.48,13424610.35,4760733.74,16481720.02,0.0,0.0,907065.27,2506535.83,1510713.36,5824508.8,6784211.23,19534544.81,2178707.65,7142586.75,2000833.14,3680022.74,0.0,0.0
Nope,176372659.76,45697917.3,126975392.4,0.0,0.0,2324454.56,9695311.72,1211280.0,4390163.85,5486.81,2024693.66,284058.55,1155786.69,505198.52,2118319.63,588447.24,2849961.59,1424667.16,3655512.23,1291556.14,3556892.82,0.0,0.0,137231.02,249481.45
Notes on a Scandal,79937475.6,665129.96,28098599.1,0.0,0.0,3600460.58,18552457.25,0.0,1907195.21,731492.59,2714900.12,677874.54,3182968.92,1507586.4,5006810.86,0.0,926518.98,0.0,0.0,1278116.58,7912491.32,0.0,163842.13,0.0,0.0
Now You See Me,472687629.83,39444468.52,158211197.06,0.0,30842880.91,5801158.85,22609195.78,8636444.77,34566085.66,1541876.61,6511112.24,1899069.42,7848080.58,3064062.15,18829637.93,1379954.84,5332652.13,7906769.4,22921469.53,4930434.08,21722225.75,0.0,20264.92,0.0,0.0
Now You See Me 2,411881813.21,27528446.29,80034705.92,54579539.18,119439471.01,4811645.36,9664636.62,6366553.98,18519824.39,944262.72,3610229.55,1303725.33,3969329.35,1417994.14,6769423.76,2318513.94,6448522.62,9856169.8,26702096.5,2599918.92,8540196.16,8752798.3,21347620.48,733485.7,1676353.74
Oblivion,384586631.16,49798129.32,119752672.63,0.0,32065844.81,10150128.7,21880486.69,5463760.58,14952456.64,3456964.17,11775189.7,2737088.64,7521293.87,3892225.08,11791412.11,4678703.76,17417398.18,4855885.7,13099019.9,4690444.22,11997177.8,12499703.08,25715249.94,623438.78,1741882.27
Ocean's 8,345226864.59,87887123.77,162641197.89,77281919.92,0.0,0.0,16329106.84,0.0,17059646.58,0.0,8578628.15,0.0,4419377.67,0.0,4117772.81,0.0,13442094.74,0.0,49134675.84,0.0,17049284.99,0.0,15098693.91,0.0,7418340.87
Ocean's Thirteen,499565372.31,57983504.46,187998939.97,0.0,0.0,9549542.23,42498007.09,7306504.43,21871465.16,5526472.58,27213720.65,3478767.67,13007978.26,4861536.79,17618075.2,6726306.77,43827069.89,0.0,15579542.8,5401226.84,16664072.41,3448541.42,10824757.5,0.0,1941511.85
Ocean's Twelve,636074290.7,68655688.83,220142654.91,0.0,0.0,11221763.64,41424323.74,0.0,4755652.2,9181838.15,40453388.15,3657469.94,24376678.27,6134276.2,24163043.37,9432072.24,55446173.52,3621047.87,9634507.5,0.0,21149164.51,2475941.78,6956768.73,0.0,395941.67
Oculus,58010151.82,22181.14,36136014.3,0.0,0.0,0.0,2491960.21,0.0,0.0,0.0,0.0,0.0,1996282.09,0.0,238.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
